_row_id,year,coo_id,coo_name,coo,coo_iso,coa_id,coa_name,coa,coa_iso,total
358,2015,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,24000
359,2015,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,1223000
360,2015,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,17000
361,2015,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1697000
362,2015,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,3182000
363,2015,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,6600000
364,2015,188,Thailand,THA,THA,188,Thailand,THA,THA,35000
365,2015,192,Togo,TOG,TGO,192,Togo,TOG,TGO,3000
366,2015,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,954000
367,2015,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,30000
368,2015,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,1679000
369,2015,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,2509000
370,2016,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,20000
371,2016,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,1200000
372,2016,4,Algeria,ALG,DZA,4,Algeria,ALG,DZA,2500
373,2016,8,Egypt,ARE,EGY,8,Egypt,ARE,EGY,9100
374,2016,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,8400
375,2016,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,582000
376,2016,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,59000
377,2016,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
378,2016,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,700
379,2016,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,98000
380,2016,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,412000
381,2016,36,Chad,CHD,TCD,36,Chad,CHD,TCD,108000
382,2016,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,177000
383,2016,40,Congo,COB,COG,40,Congo,COB,COG,25000
384,2016,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,2230000
385,2016,44,Colombia,COL,COL,44,Colombia,COL,COL,7246000
386,2016,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,272000
387,2016,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,258000
388,2016,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,193000
389,2016,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,229000
390,2016,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,257000
391,2016,83,Honduras,HON,HND,83,Honduras,HON,HND,190000
392,2016,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,301000
393,2016,88,India,IND,IND,88,India,IND,IND,796000
394,2016,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,6700
395,2016,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,3035000
396,2016,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,138000
397,2016,107,Libya,LBY,LBY,107,Libya,LBY,LBY,304000
398,2016,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,12000
399,2016,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,44000
400,2016,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,150
401,2016,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,311000
402,2016,126,Mali,MLI,MLI,126,Mali,MLI,MLI,37000
403,2016,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,15000
404,2016,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,644000
405,2016,137,Nepal,NEP,NPL,137,Nepal,NEP,NPL,50000
406,2016,139,Niger,NGR,NER,139,Niger,NGR,NER,136000
407,2016,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,1955000
408,2016,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,464000
409,2016,150,Peru,PER,PER,150,Peru,PER,PER,62000
410,2016,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,87000
411,2016,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,8400
412,2016,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,19000
413,2016,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,24000
414,2016,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,1107000
415,2016,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,17000
416,2016,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1847000
417,2016,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,3300000
418,2016,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,6326000
419,2016,188,Thailand,THA,THA,188,Thailand,THA,THA,35000
420,2016,192,Togo,TOG,TGO,192,Togo,TOG,TGO,1500
421,2016,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,154000
422,2016,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,53000
423,2016,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,1653000
424,2016,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,1974000
425,2017,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,31000
426,2017,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,1286000
427,2017,8,Egypt,ARE,EGY,8,Egypt,ARE,EGY,36000
428,2017,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,643000
429,2017,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,57000
430,2017,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,432000
431,2017,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,4900
432,2017,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,99000
433,2017,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,689000
434,2017,36,Chad,CHD,TCD,36,Chad,CHD,TCD,158000
435,2017,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,239000
436,2017,40,Congo,COB,COG,40,Congo,COB,COG,108000
437,2017,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,4480000
438,2017,44,Colombia,COL,COL,44,Colombia,COL,COL,6509000
439,2017,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,217000
440,2017,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,1078000
441,2017,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,231000
442,2017,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,233000
443,2017,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,242000
444,2017,83,Honduras,HON,HND,83,Honduras,HON,HND,190000
445,2017,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,302000
446,2017,88,India,IND,IND,88,India,IND,IND,826000
447,2017,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,9500
448,2017,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,2616000
449,2017,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,159000
450,2017,107,Libya,LBY,LBY,107,Libya,LBY,LBY,197000
451,2017,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,11000
452,2017,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,42000
453,2017,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,140
454,2017,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,330000
455,2017,126,Mali,MLI,MLI,126,Mali,MLI,MLI,38000
456,2017,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,10000
457,2017,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,635000
458,2017,139,Niger,NGR,NER,139,Niger,NGR,NER,144000
459,2017,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,1702000
460,2017,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,249000
461,2017,150,Peru,PER,PER,150,Peru,PER,PER,59000
462,2017,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,445000
463,2017,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,12000
464,2017,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,19000
465,2017,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,22000
466,2017,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,825000
467,2017,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,16000
468,2017,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1899000
469,2017,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,2072000
470,2017,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,6784000
471,2017,188,Thailand,THA,THA,188,Thailand,THA,THA,41000
472,2017,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,159000
473,2017,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,24000
474,2017,262,Unknown,UKN,UNK,262,Unknown,UKN,UNK,2
475,2017,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,800000
476,2017,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,2014000
477,2018,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,31000
478,2018,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,2598000
479,2018,8,Egypt,ARE,EGY,8,Egypt,ARE,EGY,3200
480,2018,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,644000
481,2018,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,32000
482,2018,18,Benin,BEN,BEN,18,Benin,BEN,BEN,3500
483,2018,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
484,2018,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,47000
485,2018,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,99000
486,2018,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,641000
487,2018,36,Chad,CHD,TCD,36,Chad,CHD,TCD,90000
488,2018,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,668000
489,2018,40,Congo,COB,COG,40,Congo,COB,COG,107000
490,2018,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,3081000
491,2018,44,Colombia,COL,COL,44,Colombia,COL,COL,5761000
492,2018,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,228000
493,2018,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,2137000
494,2018,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,238000
495,2018,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,278000
496,2018,73,Ghana,GHA,GHA,73,Ghana,GHA,GHA,5000
497,2018,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,242000
498,2018,83,Honduras,HON,HND,83,Honduras,HON,HND,190000
499,2018,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,302000
500,2018,88,India,IND,IND,88,India,IND,IND,479000
501,2018,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,13000
502,2018,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,1962000
503,2018,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,162000
504,2018,107,Libya,LBY,LBY,107,Libya,LBY,LBY,187000
505,2018,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,11000
506,2018,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,37000
507,2018,117,Madagascar,MAD,MDG,117,Madagascar,MAD,MDG,2000
508,2018,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,140
509,2018,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,341000
510,2018,126,Mali,MLI,MLI,126,Mali,MLI,MLI,120000
511,2018,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,14000
512,2018,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,401000
513,2018,139,Niger,NGR,NER,139,Niger,NGR,NER,156000
514,2018,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,2243000
515,2018,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,117000
516,2018,150,Peru,PER,PER,150,Peru,PER,PER,59000
517,2018,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,301000
518,2018,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,12000
519,2018,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,2300
520,2018,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,18000
521,2018,169,Sierra Leone,SLE,SLE,169,Sierra Leone,SLE,SLE,3000
522,2018,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,2648000
523,2018,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,16000
524,2018,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1869000
525,2018,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,2072000
526,2018,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,6119000
527,2018,188,Thailand,THA,THA,188,Thailand,THA,THA,41000
528,2018,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,144000
529,2018,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,32000
530,2018,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,800000
531,2018,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,2324000
532,2019,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,31000
533,2019,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,2993000
534,2019,8,Egypt,ARE,EGY,8,Egypt,ARE,EGY,3200
535,2019,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,651000
536,2019,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,23000
537,2019,18,Benin,BEN,BEN,18,Benin,BEN,BEN,3500
538,2019,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
539,2019,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,560000
540,2019,25,Bolivia (Plurinational State of),BOL,BOL,25,Bolivia (Plurinational State of),BOL,BOL,31
541,2019,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,99000
542,2019,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,592000
543,2019,36,Chad,CHD,TCD,36,Chad,CHD,TCD,176000
544,2019,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,969000
545,2019,40,Congo,COB,COG,40,Congo,COB,COG,134000
546,2019,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,5512000
547,2019,44,Colombia,COL,COL,44,Colombia,COL,COL,5576000
548,2019,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,228000
549,2019,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,1324000
550,2019,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,243000
551,2019,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,286000
552,2019,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,242000
553,2019,81,Haiti,HAI,HTI,81,Haiti,HAI,HTI,2100
554,2019,83,Honduras,HON,HND,83,Honduras,HON,HND,247000
555,2019,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,302000
556,2019,88,India,IND,IND,88,India,IND,IND,470000
557,2019,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,29000
558,2019,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,1533000
559,2019,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,162000
560,2019,100,Kyrgyzstan,KGZ,KGZ,100,Kyrgyzstan,KGZ,KGZ,770
561,2019,107,Libya,LBY,LBY,107,Libya,LBY,LBY,411000
562,2019,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,7000
563,2019,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,26000
564,2019,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,140
565,2019,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,347000
566,2019,126,Mali,MLI,MLI,126,Mali,MLI,MLI,208000
567,2019,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,95000
568,2019,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,457000
569,2019,139,Niger,NGR,NER,139,Niger,NGR,NER,195000
570,2019,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,2583000
571,2019,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,101000
572,2019,150,Peru,PER,PER,150,Peru,PER,PER,60000
573,2019,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,180000
574,2019,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,14000
575,2019,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,1800
576,2019,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,8400
577,2019,169,Sierra Leone,SLE,SLE,169,Sierra Leone,SLE,SLE,5500
578,2019,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,2648000
579,2019,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,16000
580,2019,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1352000
581,2019,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,2134000
582,2019,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,6495000
583,2019,188,Thailand,THA,THA,188,Thailand,THA,THA,41000
584,2019,196,Türkiye,TUR,TUR,196,Türkiye,TUR,TUR,2000
585,2019,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,32000
586,2019,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,730000
587,2019,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,3635000
588,2020,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,19000
589,2020,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,3547000
590,2020,8,Egypt,ARE,EGY,8,Egypt,ARE,EGY,3200
591,2020,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,800
592,2020,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,735000
593,2020,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,22000
594,2020,18,Benin,BEN,BEN,18,Benin,BEN,BEN,3500
595,2020,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
596,2020,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,1075000
597,2020,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,99000
598,2020,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,682000
599,2020,36,Chad,CHD,TCD,36,Chad,CHD,TCD,342000
600,2020,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,1003000
601,2020,40,Congo,COB,COG,40,Congo,COB,COG,134000
602,2020,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,5268000
603,2020,44,Colombia,COL,COL,44,Colombia,COL,COL,4922000
604,2020,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,228000
605,2020,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,2060000
606,2020,62,New Caledonia,FNC,NCL,62,New Caledonia,FNC,NCL,140
607,2020,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,131000
608,2020,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,289000
609,2020,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,242000
610,2020,81,Haiti,HAI,HTI,81,Haiti,HAI,HTI,7900
611,2020,83,Honduras,HON,HND,83,Honduras,HON,HND,247000
612,2020,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,308000
613,2020,88,India,IND,IND,88,India,IND,IND,473000
614,2020,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,65000
615,2020,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,1224000
616,2020,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,190000
617,2020,100,Kyrgyzstan,KGZ,KGZ,100,Kyrgyzstan,KGZ,KGZ,770
618,2020,107,Libya,LBY,LBY,107,Libya,LBY,LBY,278000
619,2020,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,7000
620,2020,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,26000
621,2020,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,140
622,2020,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,357000
623,2020,126,Mali,MLI,MLI,126,Mali,MLI,MLI,326000
624,2020,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,676000
625,2020,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,505000
626,2020,139,Niger,NGR,NER,139,Niger,NGR,NER,257000
627,2020,140,Nicaragua,NIC,NIC,140,Nicaragua,NIC,NIC,77
628,2020,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,2730000
629,2020,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,98000
630,2020,150,Peru,PER,PER,150,Peru,PER,PER,60000
631,2020,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,153000
632,2020,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,13000
633,2020,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,1100
634,2020,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,8400
635,2020,169,Sierra Leone,SLE,SLE,169,Sierra Leone,SLE,SLE,2500
636,2020,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,2968000
637,2020,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,213000
638,2020,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1436000
639,2020,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,2276000
640,2020,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,6568000
641,2020,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,1000
642,2020,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,734000
643,2020,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,3635000
644,2021,263,Abyei Area,AB9,AB9,263,Abyei Area,AB9,AB9,15000
645,2021,2,Afghanistan,AFG,AFG,2,Afghanistan,AFG,AFG,4314000
646,2021,10,Armenia,ARM,ARM,10,Armenia,ARM,ARM,800
647,2021,13,Azerbaijan,AZE,AZE,13,Azerbaijan,AZE,AZE,655000
648,2021,16,Burundi,BDI,BDI,16,Burundi,BDI,BDI,19000
649,2021,18,Benin,BEN,BEN,18,Benin,BEN,BEN,2700
650,2021,20,Bangladesh,BGD,BGD,20,Bangladesh,BGD,BGD,426000
651,2021,23,Burkina Faso,BKF,BFA,23,Burkina Faso,BKF,BFA,1580000
652,2021,27,Brazil,BRA,BRA,27,Brazil,BRA,BRA,21000
653,2021,29,Bosnia and Herzegovina,BSN,BIH,29,Bosnia and Herzegovina,BSN,BIH,92000
654,2021,34,Central African Rep.,CAR,CAF,34,Central African Rep.,CAR,CAF,692000
655,2021,36,Chad,CHD,TCD,36,Chad,CHD,TCD,397000
656,2021,39,Cameroon,CMR,CMR,39,Cameroon,CMR,CMR,909000
657,2021,40,Congo,COB,COG,40,Congo,COB,COG,134000
658,2021,41,Dem. Rep. of the Congo,COD,COD,41,Dem. Rep. of the Congo,COD,COD,5339000
659,2021,44,Colombia,COL,COL,44,Colombia,COL,COL,5235000
660,2021,48,Cyprus,CYP,CYP,48,Cyprus,CYP,CYP,242000
661,2021,58,Ethiopia,ETH,ETH,58,Ethiopia,ETH,ETH,3589000
662,2021,62,New Caledonia,FNC,NCL,62,New Caledonia,FNC,NCL,150
663,2021,69,Palestinian,GAZ,PSE,69,State of Palestine,GAZ,PSE,12000
664,2021,71,Georgia,GEO,GEO,71,Georgia,GEO,GEO,290000
665,2021,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,242000
666,2021,81,Haiti,HAI,HTI,81,Haiti,HAI,HTI,17000
667,2021,83,Honduras,HON,HND,83,Honduras,HON,HND,247000
668,2021,87,Cote d'Ivoire,ICO,CIV,87,Cote d'Ivoire,ICO,CIV,302000
669,2021,88,India,IND,IND,88,India,IND,IND,506000
670,2021,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,99000
671,2021,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,1187000
672,2021,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,190000
673,2021,107,Libya,LBY,LBY,107,Libya,LBY,LBY,160000
674,2021,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,50
675,2021,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,11000
676,2021,117,Madagascar,MAD,MDG,117,Madagascar,MAD,MDG,1300
677,2021,120,North Macedonia,MCD,MKD,120,North Macedonia,MCD,MKD,110
678,2021,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,379000
679,2021,126,Mali,MLI,MLI,126,Mali,MLI,MLI,326000
680,2021,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,735000
681,2021,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,649000
682,2021,139,Niger,NGR,NER,139,Niger,NGR,NER,224000
683,2021,140,Nicaragua,NIC,NIC,140,Nicaragua,NIC,NIC,1100
684,2021,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,3228000
685,2021,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,104000
686,2021,150,Peru,PER,PER,150,Peru,PER,PER,60000
687,2021,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,108000
688,2021,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,470
689,2021,165,Senegal,SEN,SEN,165,Senegal,SEN,SEN,8400
690,2021,169,Sierra Leone,SLE,SLE,169,Sierra Leone,SLE,SLE,2500
691,2021,171,Solomon Islands,SOL,SLB,171,Solomon Islands,SOL,SLB,1000
692,2021,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,2968000
693,2021,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,16000
694,2021,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,1369000
695,2021,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,3175000
696,2021,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,6662000
697,2021,188,Thailand,THA,THA,188,Thailand,THA,THA,520
