dataset,row_id,column,dimension_quality,rule,observed_value,severity,action
solutions,3337,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3338,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3339,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3340,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3341,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3342,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3343,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3344,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3345,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3346,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3347,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3348,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3349,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3350,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3351,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3352,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3353,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3354,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3355,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3356,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3357,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3358,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3359,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3360,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3361,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3362,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3363,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3364,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3365,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3366,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3367,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3368,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3369,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3370,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3371,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3372,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3373,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3374,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3375,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3376,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3377,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3378,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3379,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3380,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3381,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3382,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3383,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3384,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3385,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3386,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3387,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3388,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3389,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3390,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3391,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3392,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3393,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3394,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3395,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3396,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3397,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3398,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3399,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3400,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3401,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3402,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3403,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3404,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3405,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3406,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3407,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3408,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3409,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3410,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3411,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3412,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3413,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3414,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3415,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3416,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3417,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3418,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3419,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3420,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3421,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3422,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3423,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3424,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3425,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3426,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3427,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3428,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3429,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3430,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3431,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3432,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3433,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3434,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3435,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3436,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3437,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3438,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3439,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3440,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3441,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3442,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3443,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3444,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3445,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3446,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3447,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3448,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3449,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3450,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3451,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3452,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3453,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3454,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3455,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3456,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3457,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3458,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3459,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3460,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3461,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3462,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3463,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3464,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3465,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3466,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3467,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3468,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3469,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3470,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3471,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3472,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3473,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3474,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3475,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3476,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3477,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3478,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3479,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3480,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3481,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3482,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3483,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3484,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3485,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3486,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3487,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3488,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3489,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3490,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3491,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3492,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3493,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3494,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3495,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3496,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3497,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3498,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3499,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3500,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3501,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3502,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3503,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3504,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3505,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3506,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3507,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3508,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3509,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3510,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3511,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3512,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3513,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3514,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3515,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3516,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3517,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3518,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3519,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3520,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3521,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3522,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3523,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3524,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3525,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3526,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3527,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3528,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3529,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3530,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3531,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3532,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3533,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3534,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3535,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3536,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3537,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3538,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3539,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3540,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3541,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3542,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3543,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3544,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3545,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3546,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3547,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3548,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3549,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3550,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3551,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3552,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3553,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3554,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3555,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3556,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3557,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3558,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3559,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3560,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3561,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3562,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3563,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3564,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3565,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3566,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3567,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3568,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3569,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3570,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3571,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3572,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3879,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3880,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3881,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3882,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3883,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3884,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3885,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3886,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
solutions,3887,returned_refugees,VALIDITY,INVALID_NUMERIC_VALUE,-,ERROR,Converted to NA; row preserved
