year,coo_id,coo_name,coo,coo_iso,coa_id,coa_name,coa,coa_iso,total
2025,78,Guatemala,GUA,GTM,78,Guatemala,GUA,GTM,573000
2025,81,Haiti,HAI,HTI,81,Haiti,HAI,HTI,1431000
2025,83,Honduras,HON,HND,83,Honduras,HON,HND,101000
2025,88,India,IND,IND,88,India,IND,IND,530000
2025,89,Indonesia,INS,IDN,89,Indonesia,INS,IDN,36000
2025,92,Iraq,IRQ,IRQ,92,Iraq,IRQ,IRQ,997000
2025,93,Israel,ISR,ISR,93,Israel,ISR,ISR,31000
2025,99,Kenya,KEN,KEN,99,Kenya,KEN,KEN,10000
2025,107,Libya,LBY,LBY,107,Libya,LBY,LBY,85000
2025,109,Lebanon,LEB,LBN,109,Lebanon,LEB,LBN,64000
2025,112,Sri Lanka,LKA,LKA,112,Sri Lanka,LKA,LKA,4800
2025,124,Mexico,MEX,MEX,124,Mexico,MEX,MEX,390000
2025,126,Mali,MLI,MLI,126,Mali,MLI,MLI,409000
2025,131,Mozambique,MOZ,MOZ,131,Mozambique,MOZ,MOZ,465000
2025,135,Myanmar,MYA,MMR,135,Myanmar,MYA,MMR,3639000
2025,139,Niger,NGR,NER,139,Niger,NGR,NER,392000
2025,141,Nigeria,NIG,NGA,141,Nigeria,NIG,NGA,3496000
2025,147,Pakistan,PAK,PAK,147,Pakistan,PAK,PAK,269000
2025,150,Peru,PER,PER,150,Peru,PER,PER,82000
2025,151,Philippines,PHI,PHL,151,Philippines,PHI,PHL,28000
2025,153,Papua New Guinea,PNG,PNG,153,Papua New Guinea,PNG,PNG,70000
2025,160,Russian Federation,RUS,RUS,160,Russian Federation,RUS,RUS,580
2025,162,El Salvador,SAL,SLV,162,El Salvador,SAL,SLV,61000
2025,172,Somalia,SOM,SOM,172,Somalia,SOM,SOM,3347000
2025,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,210000
2025,179,South Sudan,SSD,SSD,179,South Sudan,SSD,SSD,945000
2025,177,Sudan,SUD,SDN,177,Sudan,SUD,SDN,9117000
2025,185,Syrian Arab Rep.,SYR,SYR,185,Syrian Arab Rep.,SYR,SYR,5964000
2025,188,Thailand,THA,THA,188,Thailand,THA,THA,273000
2025,199,Uganda,UGA,UGA,199,Uganda,UGA,UGA,2000
2025,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,3712000
2025,211,Yemen,YEM,YEM,211,Yemen,YEM,YEM,4796000
